timestamp,hosts,containers_total,total_cpu_cores,total_mem_mb,total_swap_mb,total_disk_gb,cpu_total_pct,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,mem_used_mb,mem_used_pct,swap_used_pct,disk_used_pct,disk_read_bps,disk_write_bps,disk_latency_ms,disk_iops,net_in_bps,net_out_bps,net_err_rate,load1,proc_running,ctr_cpu_total_pct,ctr_mem_used_pct_of_limit,ctr_unhealthy_count,ctr_exited_count,anomaly,anomaly_type,failure,event_cpu_active,event_leak_active,event_io_active,degradation_active,ttf_minutes,failure_within_horizon
2026-02-17 01:34:50+00:00,2,10,32,16384,8192,2000,29.397394,13.204361,4.944488,1.609138,70.602606,10595,64.668009,8.859872,51.046739,50000,62269,7.361875,2,40545,119160,0.000165,4.056169,24,4.180335,10.0,0,0,0,0,0,0,0,0,0,947.0,False
2026-02-17 01:35:00+00:00,2,10,32,16384,8192,2000,32.646883,14.181667,4.415426,1.489702,67.353117,9462,57.754173,8.678015,49.777312,805068,30000,10.187244,20,76502,14590,0.000252,5.293153,39,0.0,17.650063,0,0,0,0,0,0,0,0,0,946.833333,False
2026-02-17 01:35:10+00:00,2,10,32,16384,8192,2000,33.038777,13.92193,4.113017,1.80591,66.961223,11273,68.80629,7.034033,49.952202,50000,625427,9.948771,16,70053,42865,3.5e-05,4.317946,38,3.050045,10.0,0,0,0,0,0,0,0,0,0,946.666667,False
2026-02-17 01:35:20+00:00,2,10,32,16384,8192,2000,33.332436,12.664735,5.464633,0.947695,66.667564,8802,53.725851,8.852332,49.766365,204135,499065,10.354013,17,69990,8000,6.5e-05,5.406882,39,3.927311,10.0,0,0,0,0,0,0,0,0,0,946.5,False
2026-02-17 01:35:30+00:00,2,10,32,16384,8192,2000,30.037512,14.543451,5.93892,1.519094,69.962488,9607,58.639209,6.940247,48.729409,85549,365715,8.178903,11,13001,42789,3.4e-05,4.715501,37,9.255022,10.0,0,0,0,0,0,0,0,0,0,946.333333,False
2026-02-17 01:35:40+00:00,2,10,32,16384,8192,2000,27.405837,16.083503,3.536584,1.758777,72.594163,7679,46.871768,10.130699,50.561743,50000,30000,6.358214,1,26553,96318,9.8e-05,2.938828,34,0.0,10.0,0,0,0,0,0,0,0,0,0,946.166667,False
2026-02-17 01:35:50+00:00,2,10,32,16384,8192,2000,30.574609,14.238746,5.523787,1.871012,69.425391,9096,55.52086,7.523572,48.889358,162849,252903,7.893825,10,213460,25809,9.1e-05,3.547476,45,3.606891,10.0,0,0,0,0,0,0,0,0,0,946.0,False
2026-02-17 01:36:00+00:00,2,10,32,16384,8192,2000,36.323341,14.950914,5.34089,1.539044,63.676659,10123,61.790379,5.69861,50.017863,278550,257253,9.38582,13,79221,11819,7.1e-05,6.964717,36,3.247475,10.0,0,0,0,0,0,0,0,0,0,945.833333,False
2026-02-17 01:36:10+00:00,2,10,32,16384,8192,2000,35.58847,13.487574,4.737094,1.033365,64.41153,11491,70.136946,6.950959,49.024339,546042,373543,10.936476,22,10000,29571,4.6e-05,6.975413,37,0.0,10.0,0,0,0,0,0,0,0,0,0,945.666667,False
2026-02-17 01:36:20+00:00,2,10,32,16384,8192,2000,31.591571,16.403068,7.6696,1.681498,68.408429,9418,57.483431,5.830583,49.323762,309310,43368,7.494451,8,18573,24558,1.8e-05,4.214719,31,1.724021,10.0,0,0,0,0,0,0,0,0,0,945.5,False
2026-02-17 01:36:30+00:00,2,10,32,16384,8192,2000,30.067759,10.659239,5.819859,1.849648,69.932241,9090,55.481112,7.803405,50.468336,50000,323185,7.980591,9,10000,8000,5.6e-05,5.231137,33,1.238348,10.542131,0,0,0,0,0,0,0,0,0,945.333333,False
2026-02-17 01:36:40+00:00,2,10,32,16384,8192,2000,32.62662,13.841572,4.551097,1.265259,67.37338,9417,57.480019,7.316319,51.583526,773254,30000,9.854103,19,30947,23324,0.000124,4.572456,40,0.0,10.0,0,0,0,0,0,0,0,0,0,945.166667,False
2026-02-17 01:36:50+00:00,2,10,32,16384,8192,2000,26.787059,12.050859,6.401,2.56513,73.212941,8701,53.109476,8.738984,51.742436,113065,239192,9.245308,8,10000,28996,0.000207,3.444967,34,7.736818,10.0,0,0,0,0,0,0,0,0,0,945.0,False
2026-02-17 01:37:00+00:00,2,10,32,16384,8192,2000,37.448492,14.219516,5.044636,1.333505,62.551508,10385,63.386946,5.806115,49.384972,376981,190874,8.724309,13,19848,8000,0.000119,4.944739,40,0.25184,14.359656,0,0,0,0,0,0,0,0,0,944.833333,False
2026-02-17 01:37:10+00:00,2,10,32,16384,8192,2000,28.439576,12.265862,4.774332,1.615694,71.560424,11714,71.500677,6.200485,48.000263,322649,128813,8.537501,11,86773,18292,0.000189,4.021816,37,0.0,10.0,0,0,0,0,0,0,0,0,0,944.666667,False
2026-02-17 01:37:20+00:00,2,10,32,16384,8192,2000,34.986714,15.682423,6.86713,1.760345,65.013286,8912,54.39848,6.286434,50.332221,2062786,94921,16.700953,52,101520,26756,5.4e-05,7.398734,34,8.696943,10.0,0,0,0,0,0,0,0,0,0,944.5,False
2026-02-17 01:37:30+00:00,2,10,32,16384,8192,2000,25.219417,17.179668,4.033352,1.417004,74.780583,9785,59.72617,7.520123,50.963491,103648,114231,6.479163,5,36773,85220,9.6e-05,3.261298,31,7.899589,10.416597,0,0,0,0,0,0,0,0,0,944.333333,False
2026-02-17 01:37:40+00:00,2,10,32,16384,8192,2000,28.368823,17.940242,4.340918,1.574025,71.631177,9419,57.489683,5.049316,52.083197,118065,133582,7.71179,6,31889,16319,5.9e-05,2.676594,45,8.647931,20.194799,0,0,0,0,0,0,0,0,0,944.166667,False
2026-02-17 01:37:50+00:00,2,10,32,16384,8192,2000,33.396884,14.385966,6.751712,1.989028,66.603116,9436,57.594989,7.753925,49.230499,139676,178474,7.813654,7,271690,20900,3.4e-05,6.160528,38,0.0,10.0,0,0,0,0,0,0,0,0,0,944.0,False
2026-02-17 01:38:00+00:00,2,10,32,16384,8192,2000,36.251613,12.687537,5.129447,1.706759,63.748387,11088,67.679824,7.428262,52.378233,121762,227197,7.539754,8,10000,39606,0.000117,4.601466,42,6.443806,10.0,0,0,0,0,0,0,0,0,0,943.833333,False
2026-02-17 01:38:10+00:00,2,10,32,16384,8192,2000,32.907468,11.844946,3.291414,0.595447,67.092532,9828,59.988557,8.161445,48.493337,129675,30000,6.825976,3,61611,34381,2.1e-05,6.004668,37,7.776395,10.0,0,0,0,0,0,0,0,0,0,943.666667,False
2026-02-17 01:38:20+00:00,2,10,32,16384,8192,2000,31.041078,11.396502,7.326802,2.381378,68.958922,9725,59.35897,5.191035,51.825334,459256,473111,10.199677,22,64780,8000,4.2e-05,6.364559,35,5.807041,13.8001,0,0,0,0,0,0,0,0,0,943.5,False
2026-02-17 01:38:30+00:00,2,10,32,16384,8192,2000,26.7121,13.102174,4.224119,1.867208,73.2879,10468,63.893337,5.424301,49.685557,50000,95150,6.694888,3,10000,25983,1.5e-05,4.936343,35,2.747099,11.312422,0,0,0,0,0,0,0,0,0,943.333333,False
2026-02-17 01:38:40+00:00,2,10,32,16384,8192,2000,41.460005,16.936674,5.010592,0.937889,58.539995,10130,61.833601,5.783996,47.40428,148183,1010129,11.710369,28,57616,11156,0.00012,6.338872,36,14.869516,10.0,0,0,0,0,0,0,0,0,0,943.166667,False
2026-02-17 01:38:50+00:00,2,10,32,16384,8192,2000,24.906343,15.211882,3.026527,2.022759,75.093657,10750,65.616832,6.118701,51.811975,255042,676087,11.899693,22,29388,12550,0.000228,3.101228,35,4.844941,19.96847,0,0,0,0,0,0,0,0,0,943.0,False
2026-02-17 01:39:00+00:00,2,10,32,16384,8192,2000,26.013858,12.261942,3.70503,1.342221,73.986142,10043,61.303602,5.206487,50.052817,584432,588199,11.872954,28,261670,77263,1.2e-05,4.339068,38,4.319034,10.0,0,0,0,0,0,0,0,0,0,942.833333,False
2026-02-17 01:39:10+00:00,2,10,32,16384,8192,2000,25.951164,14.528291,4.471695,2.037957,74.048836,9816,59.913593,5.264397,50.102913,50000,65367,6.629397,2,10053,14496,7.8e-05,6.295663,35,5.855834,16.108214,0,0,0,0,0,0,0,0,0,942.666667,False
2026-02-17 01:39:20+00:00,2,10,32,16384,8192,2000,26.411828,13.152578,7.22798,1.194051,73.588172,8462,51.650484,6.088007,50.570373,104674,238265,7.953539,8,101288,37724,0.000171,2.034467,30,0.0,17.143938,0,0,0,0,0,0,0,0,0,942.5,False
2026-02-17 01:39:30+00:00,2,10,32,16384,8192,2000,30.902777,11.278621,5.573135,2.1297,69.097223,9753,59.530967,7.554736,50.087198,171457,278931,8.384578,10,79460,8000,5.7e-05,4.447477,32,19.577825,10.0,0,0,0,0,0,0,0,0,0,942.333333,False
2026-02-17 01:39:40+00:00,2,10,32,16384,8192,2000,30.890678,15.741068,4.585299,1.213818,69.109322,10360,63.235477,5.69804,48.901713,984701,30039,10.808077,24,339920,65162,0.000171,4.342054,35,0.799241,10.0,0,0,0,0,0,0,0,0,0,942.166667,False
2026-02-17 01:39:50+00:00,2,10,32,16384,8192,2000,30.772035,18.779209,4.041081,1.835093,69.227965,9951,60.738692,6.589911,48.742651,313654,304817,8.856327,15,16831,88985,4.6e-05,6.570146,37,17.573303,10.0,0,0,0,0,0,0,0,0,0,942.0,False
2026-02-17 01:40:00+00:00,2,10,32,16384,8192,2000,32.096369,13.667539,3.738812,1.383897,67.903631,11650,71.109715,9.098728,50.43376,96678,86083,6.774092,4,88296,67063,7e-05,5.196785,34,12.797605,23.811351,0,0,0,0,0,0,0,0,0,941.833333,False
2026-02-17 01:40:10+00:00,2,10,32,16384,8192,2000,34.15083,11.645367,4.243226,1.047278,65.84917,7930,48.404589,5.57069,51.208693,50000,135089,7.106444,4,128838,33284,0.000107,5.842995,31,12.053907,10.0,0,0,0,0,0,0,0,0,0,941.666667,False
2026-02-17 01:40:20+00:00,2,10,32,16384,8192,2000,31.788609,13.343469,4.93894,1.053128,68.211391,9251,56.465926,5.538647,52.180172,369746,142954,8.189238,12,36642,34239,8.6e-05,5.268835,41,4.615455,10.0,0,0,0,0,0,0,0,0,0,941.5,False
2026-02-17 01:40:30+00:00,2,10,32,16384,8192,2000,32.304731,15.483364,6.142285,1.691434,67.695269,9828,59.989818,7.374799,50.826088,459254,30000,8.37593,11,15164,8000,4.5e-05,6.637822,33,4.763151,10.0,0,0,0,0,0,0,0,0,0,941.333333,False
2026-02-17 01:40:40+00:00,2,10,32,16384,8192,2000,30.4624,11.700438,5.397987,1.720494,69.5376,10500,64.087304,8.093609,50.044991,50000,206351,7.799674,6,42636,48773,0.000398,6.325569,36,8.710237,12.133514,0,0,0,0,0,0,0,0,0,941.166667,False
2026-02-17 01:40:50+00:00,2,10,32,16384,8192,2000,30.901197,11.067753,3.462252,0.686143,69.098803,9320,56.885631,8.65478,52.134584,142903,229991,7.730313,9,91837,48511,4.7e-05,3.97966,30,0.0,31.062419,0,0,0,0,0,0,0,0,0,941.0,False
2026-02-17 01:41:00+00:00,2,10,32,16384,8192,2000,29.589897,13.176897,5.570515,1.237143,70.410103,10530,64.270316,6.944959,49.872266,295702,550669,10.52731,20,20726,18311,5.9e-05,3.117434,38,1.360045,19.155912,0,0,0,0,0,0,0,0,0,940.833333,False
2026-02-17 01:41:10+00:00,2,10,32,16384,8192,2000,28.380294,11.594154,3.69958,1.688786,71.619706,9348,57.059246,5.001948,49.629626,149214,395664,8.840945,13,40436,43483,0.000188,5.545948,38,2.584879,10.64644,0,0,0,0,0,0,0,0,0,940.666667,False
2026-02-17 01:41:20+00:00,2,10,32,16384,8192,2000,30.133391,13.428881,4.47322,1.644778,69.866609,9804,59.843448,7.756883,49.156199,50000,289507,7.759665,8,154922,10797,0.000104,6.35668,33,7.787055,10.0,0,0,0,0,0,0,0,0,0,940.5,False
2026-02-17 01:41:30+00:00,2,10,32,16384,8192,2000,29.217144,15.068766,3.851465,2.017546,70.782856,8318,50.773708,9.012316,49.64912,292480,37882,7.237636,8,24224,147667,7.7e-05,4.336211,32,8.687753,10.0,0,0,0,0,0,0,0,0,0,940.333333,False
2026-02-17 01:41:40+00:00,2,10,32,16384,8192,2000,27.958113,15.083737,4.499271,1.738326,72.041887,9687,59.124814,6.954509,49.891629,244970,68985,7.398117,7,16627,37844,0.000163,4.119826,38,3.40265,32.650395,0,0,0,0,0,0,0,0,0,940.166667,False
2026-02-17 01:41:50+00:00,2,10,32,16384,8192,2000,35.419077,15.031659,4.066178,1.00841,64.580923,8842,53.969978,5.492871,48.839563,733060,527718,11.892009,30,72969,38906,3.7e-05,4.902696,28,1.927352,10.0,0,0,0,0,0,0,0,0,0,940.0,False
2026-02-17 01:42:00+00:00,2,10,32,16384,8192,2000,33.316396,12.703855,5.870822,1.615053,66.683604,9445,57.650608,10.00403,49.515173,130030,732258,10.259455,21,24334,15329,5.7e-05,7.505378,44,0.0,10.177592,0,0,0,0,0,0,0,0,0,939.833333,False
2026-02-17 01:42:10+00:00,2,10,32,16384,8192,2000,26.124203,16.308076,4.646531,1.341844,73.875797,11728,71.586905,8.072276,50.080997,418840,311799,9.880584,17,20974,25012,1e-05,4.029027,31,0.0,12.523106,0,0,0,0,0,0,0,0,0,939.666667,False
2026-02-17 01:42:20+00:00,2,10,32,16384,8192,2000,29.354494,15.81431,6.22555,1.851612,70.645506,10626,64.860817,17.765236,48.598502,64099,122601,7.096048,4,16080,53199,6.7e-05,4.134042,40,2.794005,20.020209,0,0,0,0,0,0,0,0,0,939.5,False
2026-02-17 01:42:30+00:00,2,10,32,16384,8192,2000,29.984781,12.690421,4.498738,0.310356,70.015219,9386,57.291703,8.829241,49.89181,148111,36349,7.961569,4,10000,128838,0.000296,2.961171,33,0.0,25.410416,0,0,0,0,0,0,0,0,0,939.333333,False
2026-02-17 01:42:40+00:00,2,10,32,16384,8192,2000,27.778792,13.534668,3.96469,1.172817,72.221208,8615,52.583761,5.449024,49.282245,276063,30092,7.45579,7,238569,8000,8e-06,4.268189,30,0.500782,10.0,0,0,0,0,0,0,0,0,0,939.166667,False
2026-02-17 01:42:50+00:00,2,10,32,16384,8192,2000,28.180868,11.810019,5.125315,1.121727,71.819132,9065,55.332142,8.956844,50.190842,261480,605283,10.403692,21,15582,8000,9.6e-05,5.814293,36,0.0,10.0,0,0,0,0,0,0,0,0,0,939.0,False
2026-02-17 01:43:00+00:00,2,10,32,16384,8192,2000,31.396708,12.695442,7.233401,0.884092,68.603292,10551,64.403581,9.148168,49.740977,116055,305443,7.955925,10,66190,82789,5.4e-05,5.186907,29,5.341671,10.0,0,0,0,0,0,0,0,0,0,938.833333,False
2026-02-17 01:43:10+00:00,2,10,32,16384,8192,2000,28.44032,11.698702,5.217217,1.871667,71.55968,9352,57.08107,6.770416,48.840712,111969,64569,7.061602,4,70686,8000,0.000205,4.126692,34,14.216902,10.0,0,0,0,0,0,0,0,0,0,938.666667,False
2026-02-17 01:43:20+00:00,2,10,32,16384,8192,2000,35.183969,12.715221,4.187188,1.319778,64.816031,9964,60.819173,6.740913,50.035694,50000,993048,11.037208,25,162520,70426,7e-06,5.375377,30,4.295495,10.0,0,0,0,0,0,0,0,0,0,938.5,False
2026-02-17 01:43:30+00:00,2,10,32,16384,8192,2000,33.067351,17.047739,2.654566,1.525797,66.932649,10506,64.128475,6.361873,49.375415,50000,756377,10.365938,19,52568,15522,2.6e-05,3.866329,42,3.024873,16.257444,0,0,0,0,0,0,0,0,0,938.333333,False
2026-02-17 01:43:40+00:00,2,10,32,16384,8192,2000,29.76446,15.462536,5.199403,1.828138,70.23554,9726,59.367171,6.974981,51.424108,204341,546179,9.732455,18,10000,109403,4.3e-05,4.251036,39,0.0,10.0,0,0,0,0,0,0,0,0,0,938.166667,False
2026-02-17 01:43:50+00:00,2,10,32,16384,8192,2000,32.810344,14.336071,5.218599,1.204838,67.189656,10431,63.667182,5.515167,49.445589,1001019,184006,11.74978,28,70863,11406,2e-06,5.908821,44,0.99037,10.0,0,0,0,0,0,0,0,0,0,938.0,False
2026-02-17 01:44:00+00:00,2,10,32,16384,8192,2000,32.228918,16.894423,4.342053,1.021993,67.771082,9454,57.705968,5.22069,51.37971,50000,59405,6.777935,2,103484,128502,1.2e-05,3.721458,25,6.239987,13.061599,0,0,0,0,0,0,0,0,0,937.833333,False
2026-02-17 01:44:10+00:00,2,10,32,16384,8192,2000,33.570952,14.233777,5.167065,1.444635,66.429048,9434,57.584997,6.326729,49.976379,105314,258139,7.916026,8,25534,20053,6.4e-05,5.192905,45,6.019856,22.178263,0,0,0,0,0,0,0,0,0,937.666667,False
2026-02-17 01:44:20+00:00,2,10,32,16384,8192,2000,31.162071,15.127313,5.725099,1.968762,68.837929,11076,67.6053,9.751614,49.795654,238296,30000,7.515932,6,158978,25620,5.1e-05,5.294518,36,5.033587,10.0,0,0,0,0,0,0,0,0,0,937.5,False
2026-02-17 01:44:30+00:00,2,10,32,16384,8192,2000,33.61106,12.206203,4.929426,2.064819,66.38894,10681,65.193978,5.328893,51.052789,199603,214009,9.192011,10,131347,9498,2.6e-05,4.84251,41,0.0,10.0,0,0,0,0,0,0,0,0,0,937.333333,False
2026-02-17 01:44:40+00:00,2,10,32,16384,8192,2000,32.850935,10.337485,4.747725,1.127685,67.149065,10392,63.433174,8.770537,49.070667,238242,467198,9.277013,17,128254,63721,0.000123,5.431494,37,7.240953,10.0,0,0,0,0,0,0,0,0,0,937.166667,False
2026-02-17 01:44:50+00:00,2,10,32,16384,8192,2000,34.789601,17.096734,4.632934,2.335921,65.210399,11456,69.922047,5.164454,48.805761,625191,812245,13.366735,35,41341,8000,0.000164,7.167189,37,4.981443,26.169539,0,0,0,0,0,0,0,0,0,937.0,False
2026-02-17 01:45:00+00:00,2,10,32,16384,8192,2000,32.882798,13.953801,4.217831,1.248053,67.117202,10374,63.323673,7.515306,50.005976,50000,89782,6.497654,3,12780,20422,7.2e-05,5.322728,27,12.391157,10.0,0,0,0,0,0,0,0,0,0,936.833333,False
2026-02-17 01:45:10+00:00,2,10,32,16384,8192,2000,35.189023,11.634113,4.909936,1.107304,64.810977,9425,57.52594,6.669813,52.54315,388769,140145,8.523141,12,18522,27460,3.5e-05,4.271091,30,3.606564,10.0,0,0,0,0,0,0,0,0,0,936.666667,False
2026-02-17 01:45:20+00:00,2,10,32,16384,8192,2000,35.917304,10.580216,4.565945,1.766522,64.082696,10716,65.411343,8.371824,48.109338,416937,872700,12.060184,31,167061,39452,6.3e-05,4.46672,33,5.575358,10.0,0,0,0,0,0,0,0,0,0,936.5,False
2026-02-17 01:45:30+00:00,2,10,32,16384,8192,2000,32.360849,11.731053,4.561485,1.90034,67.639151,8090,49.383335,6.459848,50.535546,475671,142783,9.119221,15,10000,100769,0.000291,4.946121,34,4.754813,10.0,0,0,0,0,0,0,0,0,0,936.333333,False
2026-02-17 01:45:40+00:00,2,10,32,16384,8192,2000,36.360391,13.580778,4.055249,2.501448,63.639609,10555,64.42301,6.126409,50.510407,103210,164820,7.266703,6,112150,337367,0.000173,5.745818,34,7.603557,10.0,0,0,0,0,0,0,0,0,0,936.166667,False
2026-02-17 01:45:50+00:00,2,10,32,16384,8192,2000,32.569454,16.237331,3.376292,0.756874,67.430546,11018,67.252637,6.802899,48.41173,92112,78067,6.969935,4,10000,20990,4e-06,4.091611,43,14.496331,10.0,0,0,0,0,0,0,0,0,0,936.0,False
2026-02-17 01:46:00+00:00,2,10,32,16384,8192,2000,29.148986,12.346678,3.55987,1.707509,70.851014,8618,52.604917,10.515558,49.244559,50000,42417,6.328571,2,79996,58653,5.1e-05,4.159173,36,2.928328,10.0,0,0,0,0,0,0,0,0,0,935.833333,False
2026-02-17 01:46:10+00:00,2,10,32,16384,8192,2000,26.866001,14.809713,2.312313,0.81743,73.133999,8945,54.601186,5.174596,51.203683,110969,39410,7.384507,3,10000,105891,1.2e-05,2.914965,41,5.48298,29.849726,0,0,0,0,0,0,0,0,0,935.666667,False
2026-02-17 01:46:20+00:00,2,10,32,16384,8192,2000,32.251625,12.747858,3.796443,2.016593,67.748375,10040,61.279974,5.969902,51.0785,364457,374478,9.188437,18,10000,46645,9e-05,4.28461,43,3.923236,18.13065,0,0,0,0,0,0,0,0,0,935.5,False
2026-02-17 01:46:30+00:00,2,10,32,16384,8192,2000,37.204072,16.21661,1.894272,1.305635,62.795928,9717,59.311424,6.642108,49.533594,250137,100519,7.583899,8,52415,11792,2.2e-05,7.296723,39,0.0,10.0,0,0,0,0,0,0,0,0,0,935.333333,False
2026-02-17 01:46:40+00:00,2,10,32,16384,8192,2000,22.010589,14.567395,6.491977,2.153725,77.989411,8977,54.794201,5.082265,49.372929,510754,43170,8.860612,13,120990,21828,5.3e-05,2.828846,34,5.424418,10.0,0,0,0,0,0,0,0,0,0,935.166667,False
2026-02-17 01:46:50+00:00,2,10,32,16384,8192,2000,29.408408,14.135428,4.067815,1.240867,70.591592,10890,66.471796,5.39902,51.556916,211173,31589,7.070719,5,146769,8000,6.1e-05,2.376225,33,0.0,10.0,0,0,0,0,0,0,0,0,0,935.0,False
2026-02-17 01:47:00+00:00,2,10,32,16384,8192,2000,29.736069,11.053278,3.14591,1.307728,70.263931,10512,64.161604,7.114626,49.908166,50000,661349,9.492848,17,95553,91058,5e-06,6.048421,30,0.0,11.120199,0,0,0,0,0,0,0,0,0,934.833333,False
2026-02-17 01:47:10+00:00,2,10,32,16384,8192,2000,29.135909,14.473405,4.892391,2.11986,70.864091,11079,67.625151,10.117043,51.019242,148109,30000,6.61895,4,83866,8000,0.000182,4.001708,36,0.224279,15.494838,0,0,0,0,0,0,0,0,0,934.666667,False
2026-02-17 01:47:20+00:00,2,10,32,16384,8192,2000,26.083082,12.433903,8.669181,1.604545,73.916918,9135,55.761328,6.500466,51.609883,765197,59392,9.925324,20,15607,14997,3.8e-05,5.561495,32,0.0,12.440376,0,0,0,0,0,0,0,0,0,934.5,False
2026-02-17 01:47:30+00:00,2,10,32,16384,8192,2000,33.674765,14.596841,5.541834,1.440299,66.325235,8505,51.91606,8.589571,50.180983,266524,430314,9.341398,17,105449,75615,0.000129,5.041764,38,0.0,10.0,0,0,0,0,0,0,0,0,0,934.333333,False
2026-02-17 01:47:40+00:00,2,10,32,16384,8192,2000,29.905708,17.232872,5.86187,1.637156,70.094292,10410,63.539878,12.261201,50.864805,50000,376728,8.476791,10,98766,8000,0.000126,3.250409,39,0.0,17.504213,0,0,0,0,0,0,0,0,0,934.166667,False
2026-02-17 01:47:50+00:00,2,10,32,16384,8192,2000,32.630427,13.17609,3.59414,1.394848,67.369573,9501,57.995404,5.554849,48.556632,193722,30000,7.387916,5,19324,8000,5e-06,3.80133,34,0.0,13.907635,0,0,0,0,0,0,0,0,0,934.0,False
2026-02-17 01:48:00+00:00,2,10,32,16384,8192,2000,30.298209,13.039417,5.774451,2.043769,69.701791,9873,60.265498,6.499566,49.839132,508688,310397,9.885925,19,35787,39406,0.000367,4.849489,38,0.0,10.0,0,0,0,0,0,0,0,0,0,933.833333,False
2026-02-17 01:48:10+00:00,2,10,32,16384,8192,2000,31.292291,13.158221,5.073094,2.051894,68.707709,8695,53.073911,7.164183,49.34248,908266,53954,11.713056,23,10000,93363,0.000173,5.785578,33,2.311742,19.355966,0,0,0,0,0,0,0,0,0,933.666667,False
2026-02-17 01:48:20+00:00,2,10,32,16384,8192,2000,32.632817,9.925956,4.638511,1.516142,67.367183,9383,57.271922,5.96162,48.484682,130390,86974,6.990467,5,33273,33460,0.000294,4.23971,34,5.135466,10.0,0,0,0,0,0,0,0,0,0,933.5,False
2026-02-17 01:48:30+00:00,2,10,32,16384,8192,2000,29.859923,15.906662,3.849251,1.084132,70.140077,8973,54.769489,6.055834,49.733575,361793,56674,7.838987,10,12860,53162,5e-06,4.896319,40,8.515037,11.394116,0,0,0,0,0,0,0,0,0,933.333333,False
2026-02-17 01:48:40+00:00,2,10,32,16384,8192,2000,32.103241,15.33558,4.362277,0.733123,67.896759,9981,60.922211,8.888658,51.101035,229715,373697,9.230521,14,23359,78962,6.4e-05,3.662987,39,6.851497,18.128724,0,0,0,0,0,0,0,0,0,933.166667,False
2026-02-17 01:48:50+00:00,2,10,32,16384,8192,2000,29.48854,15.7365,4.342243,1.199885,70.51146,9216,56.253459,6.31149,48.738997,790487,201841,11.423022,24,29663,28119,0.000163,3.635766,27,1.3257,10.0,0,0,0,0,0,0,0,0,0,933.0,False
2026-02-17 01:49:00+00:00,2,10,32,16384,8192,2000,31.040869,16.756766,4.936749,0.726712,68.959131,9542,58.243174,7.907115,48.709198,92837,392744,8.269552,11,28760,164119,0.000168,4.976324,39,4.693882,16.028548,0,0,0,0,0,0,0,0,0,932.833333,False
2026-02-17 01:49:10+00:00,2,10,32,16384,8192,2000,29.734806,12.141655,3.777245,0.570732,70.265194,9210,56.217486,5.321508,49.943768,80082,337761,8.422402,10,52918,8000,0.000109,7.006037,41,0.0,12.765749,0,0,0,0,0,0,0,0,0,932.666667,False
2026-02-17 01:49:20+00:00,2,10,32,16384,8192,2000,33.753021,11.303407,4.800342,0.465572,66.246979,9297,56.745101,5.797026,50.013439,560042,30000,8.717339,14,10000,32287,9.9e-05,5.477855,43,5.956515,22.668833,0,0,0,0,0,0,0,0,0,932.5,False
2026-02-17 01:49:30+00:00,2,10,32,16384,8192,2000,31.668704,12.969627,5.034729,1.552679,68.331296,8752,53.419378,6.453393,50.791273,98817,151658,6.684821,6,10000,53082,1.7e-05,3.274754,30,4.847063,10.0,0,0,0,0,0,0,0,0,0,932.333333,False
2026-02-17 01:49:40+00:00,2,10,32,16384,8192,2000,32.063856,17.550135,4.139297,1.782296,67.936144,9328,56.936454,5.289307,49.958798,517894,79436,9.109944,14,72415,8000,6.9e-05,4.419829,26,12.47424,14.477922,0,0,0,0,0,0,0,0,0,932.166667,False
2026-02-17 01:49:50+00:00,2,10,32,16384,8192,2000,29.021127,13.303442,4.572016,1.716442,70.978873,9386,57.289111,10.479661,49.693162,526281,48717,9.008628,14,16739,65532,0.000165,4.873492,31,0.0,10.0,0,0,0,0,0,0,0,0,0,932.0,False
2026-02-17 01:50:00+00:00,2,10,32,16384,8192,2000,37.848739,11.109839,6.035742,1.837095,62.151261,9519,58.104409,5.263604,50.866653,185833,141302,8.445049,7,17186,78683,0.000101,5.292897,38,0.594159,12.633792,0,0,0,0,0,0,0,0,0,931.833333,False
2026-02-17 01:50:10+00:00,2,10,32,16384,8192,2000,33.346902,13.731543,6.202612,1.903237,66.653098,9094,55.508959,6.124716,49.09035,118102,51083,6.765307,4,242928,76374,0.000252,6.501841,32,0.186106,12.34022,0,0,0,0,0,0,0,0,0,931.666667,False
2026-02-17 01:50:20+00:00,2,10,32,16384,8192,2000,33.450012,14.718985,5.326025,1.094425,66.549988,11185,68.272495,5.800203,49.425858,158053,442043,9.660946,14,16765,8000,3.9e-05,5.607547,46,9.424211,11.604163,0,0,0,0,0,0,0,0,0,931.5,False
2026-02-17 01:50:30+00:00,2,10,32,16384,8192,2000,29.054554,11.434709,4.336667,2.403213,70.945446,9956,60.770547,6.313622,51.621126,50000,30000,6.501189,1,92660,82451,9.3e-05,1.82313,35,15.154156,10.0,0,0,0,0,0,0,0,0,0,931.333333,False
2026-02-17 01:50:40+00:00,2,10,32,16384,8192,2000,27.576895,12.262284,5.430841,2.419527,72.423105,8778,53.581166,7.251326,49.514527,192725,132494,8.378172,7,10000,26679,7.4e-05,4.468731,44,11.075631,10.0,0,0,0,0,0,0,0,0,0,931.166667,False
2026-02-17 01:50:50+00:00,2,10,32,16384,8192,2000,28.651156,12.001609,5.411713,1.461835,71.348844,8733,53.306525,8.806107,51.576244,819350,199500,11.220826,24,44379,8000,0.000204,5.92347,27,0.0,10.0,0,0,0,0,0,0,0,0,0,931.0,False
